Accession,Species,Genus,Family,Order,Class,Phylum,Kingdom,Complete_BUSCOs,Single_Copy_BUSCOs,Fragmented_BUSCOs,Missing_BUSCOs,Selection_Reason,primary_lifestyle,Growth_form_template
GCF_002847485.1,Aspergillus campestris,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,745,5,5,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_002847045.1,Aspergillus candidus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,751,749,1,6,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_001990825.1,Aspergillus carbonarius,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,745,5,7,unique,unspecified_saprotroph,filamentous_mycelium
GCA_025688815.1,Aspergillus carlsbadensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,748,3,5,unique,unspecified_saprotroph,filamentous_mycelium
GCA_044048685.1,Aspergillus cavernicola,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,748,4,5,unique,unspecified_saprotroph,filamentous_mycelium
GCF_016861735.1,Aspergillus chevalieri,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,746,0,8,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_000002715.2,Aspergillus clavatus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,748,0,9,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_009193565.1,Aspergillus coremiiformis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,745,744,4,9,unique,unspecified_saprotroph,filamentous_mycelium
GCF_003184835.1,Aspergillus costaricensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,746,2,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_001717485.1,Aspergillus cristatus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,730,3,6,unique,unspecified_saprotroph,filamentous_mycelium
GCA_025688805.1,Aspergillus egyptiacus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,745,2,9,unique,unspecified_saprotroph,filamentous_mycelium
GCA_003184645.1,Aspergillus ellipticus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,739,736,6,13,unique,unspecified_saprotroph,filamentous_mycelium
GCF_003184535.1,Aspergillus eucalypticola,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,745,3,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_014281915.1,Aspergillus felis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,743,740,8,7,GCA_only_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_003184825.1,Aspergillus fijiensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,744,742,5,9,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_000149645.3,Aspergillus fischeri,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,748,1,8,GCF_preferred_from_3,unspecified_saprotroph,filamentous_mycelium
GCF_014117465.1,Aspergillus flavus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,743,3,9,GCF_preferred_from_12,unspecified_saprotroph,filamentous_mycelium
GCA_012656325.1,Aspergillus fumigatiaffinis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,746,4,7,GCA_only_from_4,unspecified_saprotroph,filamentous_mycelium
GCF_000002655.1,Aspergillus fumigatus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,748,4,5,GCF_preferred_from_286,unspecified_saprotroph,filamentous_mycelium
GCA_045785125.1,Aspergillus germanicus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,748,2,6,unique,unspecified_saprotroph,filamentous_mycelium
GCF_001890805.1,Aspergillus glaucus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,743,3,8,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_044048675.1,Aspergillus granulosus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,747,2,8,unique,unspecified_saprotroph,filamentous_mycelium
GCA_001696595.2,Aspergillus hancockii,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,742,6,5,unique,unspecified_saprotroph,filamentous_mycelium
GCF_003184545.1,Aspergillus heteromorphus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,745,744,3,10,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_045784785.1,Aspergillus heterothallicus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,745,5,7,unique,unspecified_saprotroph,filamentous_mycelium
GCA_014281905.1,Aspergillus hiratsukae,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,737,734,9,12,GCA_only_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_003184865.1,Aspergillus homomorphus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,746,3,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_003184845.1,Aspergillus ibericus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,748,1,8,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_003184685.1,Aspergillus indologenus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,739,737,8,11,unique,unspecified_saprotroph,filamentous_mycelium
GCA_045784725.1,Aspergillus insuetus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,751,749,1,6,unique,unspecified_saprotroph,filamentous_mycelium
GCF_003184785.1,Aspergillus japonicus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,743,741,6,9,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_044089335.1,Aspergillus keveii,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,746,1,8,unique,unspecified_saprotroph,filamentous_mycelium
GCF_010724455.1,Aspergillus lentulus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,745,3,9,GCF_preferred_from_13,unspecified_saprotroph,filamentous_mycelium
GCA_009176345.1,Aspergillus leporis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,744,742,5,9,unique,unspecified_saprotroph,filamentous_mycelium
GCF_016861625.1,Aspergillus luchuensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,748,1,7,GCF_preferred_from_6,unspecified_saprotroph,filamentous_mycelium
GCF_044049455.1,Aspergillus lucknowensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,749,0,8,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_016097325.1,Aspergillus melleus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,745,2,8,GCF_preferred_from_3,unspecified_saprotroph,filamentous_mycelium
GCA_009176455.1,Aspergillus minisclerotigenes,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,743,2,10,unique,unspecified_saprotroph,filamentous_mycelium
GCF_003369625.1,Aspergillus mulundensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,741,3,6,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_015844325.1,Aspergillus nanangensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,748,2,7,unique,unspecified_saprotroph,filamentous_mycelium
GCF_003184625.1,Aspergillus neoniger,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,745,4,6,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_000149205.2,Aspergillus nidulans,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,743,742,7,8,GCF_preferred_from_4,unspecified_saprotroph,filamentous_mycelium
GCF_003184595.1,Aspergillus niger,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,744,1,11,GCF_preferred_from_44,unspecified_saprotroph,filamentous_mycelium
GCF_001204775.2,Aspergillus nomiae,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,731,728,10,17,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_002847465.1,Aspergillus novofumigatus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,728,727,16,14,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_009176405.1,Aspergillus novoparasiticus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,747,3,5,unique,unspecified_saprotroph,filamentous_mycelium
GCF_002846915.1,Aspergillus ochraceoroseus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,745,743,3,10,GCF_preferred_from_3,unspecified_saprotroph,filamentous_mycelium
GCF_000184455.2,Aspergillus oryzae,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,744,5,6,GCF_preferred_from_10,unspecified_saprotroph,filamentous_mycelium
GCA_009176385.1,Aspergillus parasiticus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,744,2,6,GCA_only_from_3,unspecified_saprotroph,filamentous_mycelium
GCA_003344505.1,Aspergillus phoenicis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,744,2,9,unique,unspecified_saprotroph,filamentous_mycelium
GCF_003184755.1,Aspergillus piperis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,753,751,0,5,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_009193665.1,Aspergillus pseudocaelatus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,745,742,5,8,unique,unspecified_saprotroph,filamentous_mycelium
GCF_044049435.1,Aspergillus pseudodeflectus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,741,739,7,10,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_009193645.1,Aspergillus pseudonomiae,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,743,2,9,GCF_preferred_from_3,unspecified_saprotroph,filamentous_mycelium
GCF_009193445.1,Aspergillus pseudotamarii,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,743,2,6,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_044049465.1,Aspergillus pseudoustus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,743,4,8,unique,unspecified_saprotroph,filamentous_mycelium
GCF_018340605.1,Aspergillus pseudoviridinutans,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,747,0,10,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_016861865.1,Aspergillus puulaauensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,752,749,1,5,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_000986645.1,Aspergillus rambellii,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,732,731,15,11,unique,unspecified_saprotroph,filamentous_mycelium
GCF_000600275.1,Aspergillus ruber,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,747,1,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_003184585.1,Aspergillus saccharolyticus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,753,752,1,4,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_003589665.1,Aspergillus sclerotialis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,740,735,4,14,unique,unspecified_saprotroph,filamentous_mycelium
GCA_003184635.1,Aspergillus sclerotiicarbonarius,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,746,2,7,unique,unspecified_saprotroph,filamentous_mycelium
GCF_003184525.1,Aspergillus sclerotioniger,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,745,744,4,9,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_009193525.1,Aspergillus sergii,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,744,739,5,9,unique,unspecified_saprotroph,filamentous_mycelium
GCA_003698115.1,Aspergillus sp. HF37,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,736,732,10,12,unique,unspecified_saprotroph,filamentous_mycelium
GCF_002849105.1,Aspergillus steynii,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,744,2,8,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_001890705.1,Aspergillus sydowii,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,743,5,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_002850765.1,Aspergillus taichungensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,752,751,0,6,unique,unspecified_saprotroph,filamentous_mycelium
GCA_009193485.1,Aspergillus tamarii,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,747,2,8,unique,unspecified_saprotroph,filamentous_mycelium
GCF_003426965.1,Aspergillus tanneri,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,748,0,8,GCF_preferred_from_3,unspecified_saprotroph,filamentous_mycelium
GCF_000149615.1,Aspergillus terreus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,740,738,7,11,GCF_preferred_from_5,unspecified_saprotroph,filamentous_mycelium
GCA_045791975.1,Aspergillus tetrazonus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,751,749,3,4,unique,unspecified_saprotroph,filamentous_mycelium
GCF_002237265.1,Aspergillus thermomutatus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,741,738,8,9,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_009193505.1,Aspergillus transmontanensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,740,3,9,unique,unspecified_saprotroph,filamentous_mycelium
GCF_013340325.1,Aspergillus tubingensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,750,747,2,6,GCF_preferred_from_9,unspecified_saprotroph,filamentous_mycelium
GCA_002234965.2,Aspergillus turcosus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,746,1,10,GCA_only_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_001078395.1,Aspergillus udagawae,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,738,736,4,16,GCF_preferred_from_7,unspecified_saprotroph,filamentous_mycelium
GCF_003184745.1,Aspergillus uvarum,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,747,745,4,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_003184925.1,Aspergillus vadensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,744,2,10,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_001890125.1,Aspergillus versicolor,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,748,745,3,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCA_003184705.1,Aspergillus violaceofuscus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,746,744,6,6,unique,unspecified_saprotroph,filamentous_mycelium
GCF_018404265.1,Aspergillus viridinutans,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,749,748,2,7,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_003344945.1,Aspergillus welwitschiae,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,744,742,2,12,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_001890725.1,Aspergillus wentii,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Ascomycota,Fungi,745,744,3,10,GCF_preferred_from_4,unspecified_saprotroph,filamentous_mycelium
GCA_018282005.1,Asterophora parasitica,Asterophora,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,726,722,12,20,unique,mycoparasite,filamentous_mycelium
GCA_016618355.2,Astraeus odoratus,Astraeus,Astraeaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,691,678,34,33,unique,ectomycorrhizal,filamentous_mycelium
GCA_001630335.1,Athelia psychrophila,Athelia,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota,Fungi,732,657,11,15,unique,other,filamentous_mycelium
GCA_014898675.1,Athelia sp. TMB,Athelia,Atheliaceae,Atheliales,Agaricomycetes,Basidiomycota,Fungi,740,225,7,11,unique,other,filamentous_mycelium
GCA_021432655.1,Atractiella rhizophila,Atractiella,Hoehnelomycetaceae,Atractiellales,Atractiellomycetes,Basidiomycota,Fungi,581,383,55,122,unique,unspecified_saprotroph,filamentous_mycelium
GCA_010015705.1,Aulographum hederae,Aulographum,Aulographaceae,Aulographales,Dothideomycetes,Ascomycota,Fungi,744,743,3,11,unique,litter_saprotroph,filamentous_mycelium
GCA_015251385.1,Aureobasidium aubasidani,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,753,748,3,2,unique,other,yeast-like
GCF_000721775.1,Aureobasidium melanogenum,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,752,751,4,2,GCF_preferred_from_50,other,yeast-like
GCA_903819665.1,Aureobasidium mustum,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,752,750,3,3,unique,other,yeast-like
GCF_000721765.1,Aureobasidium namibiae,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,755,754,2,1,GCF_preferred_from_2,other,yeast-like
GCF_000721785.1,Aureobasidium pullulans,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,752,749,3,3,GCF_preferred_from_59,other,yeast-like
GCA_023848595.1,Aureobasidium sp. EXF-10727,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,752,751,2,4,unique,other,yeast-like
GCA_023848605.1,Aureobasidium sp. EXF-10728,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,754,753,1,3,unique,other,yeast-like
GCA_024195555.1,Aureobasidium sp. EXF-12298,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,739,24,13,6,unique,other,yeast-like
GCA_024195545.1,Aureobasidium sp. EXF-12344,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,744,89,9,5,unique,other,yeast-like
GCA_019924955.1,Aureobasidium sp. EXF-3399,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,755,754,2,1,unique,other,yeast-like
GCA_024195585.1,Aureobasidium sp. EXF-3400,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,741,21,12,5,unique,other,yeast-like
GCA_024195465.1,Aureobasidium sp. EXF-8845,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,512,215,165,81,unique,other,yeast-like
GCF_000721755.1,Aureobasidium subglaciale,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,748,746,6,4,GCF_preferred_from_10,other,yeast-like
GCA_903853725.1,Aureobasidium uvarum,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,754,752,2,2,unique,other,yeast-like
GCA_903819635.1,Aureobasidium vineae,Aureobasidium,Saccotheciaceae,Dothideales,Dothideomycetes,Ascomycota,Fungi,751,749,0,7,unique,other,yeast-like
GCF_000265015.1,Auricularia subglabra,Auricularia,Auriculariaceae,Auriculariales,Agaricomycetes,Basidiomycota,Fungi,710,694,18,30,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCA_020744175.1,Auriculariales sp. MPI-PUGE-AT-0066,Unknown,Unknown,Auriculariales,Agaricomycetes,Basidiomycota,Fungi,714,639,9,35,unique,,
GCA_022160275.1,Auriscalpium vulgare,Auriscalpium,Auriscalpiaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,734,721,8,16,unique,litter_saprotroph,filamentous_mycelium
GCF_035610405.1,Australozyma saopauloensis,Australozyma,Metschnikowiaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,712,711,3,43,GCF_preferred_from_2,,
GCA_000469055.2,Austropuccinia psidii,Austropuccinia,Sphaerophragmiaceae,Pucciniales,Pucciniomycetes,Basidiomycota,Fungi,679,677,14,65,unique,plant_pathogen,filamentous_mycelium
GCF_001661335.1,Babjeviella inositovora,Babjeviella,Unknown,Serinales,Pichiomycetes,Ascomycota,Fungi,728,725,7,23,GCF_preferred_from_2,soil_saprotroph,yeast-like
GCF_019456465.1,Bacidia gigantensis,Bacidia,Ramalinaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,744,742,4,10,GCF_preferred_from_2,lichenized,thallus_photosynthetic
GCA_025399235.1,Backusella circina,Backusella,Backusellaceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,722,564,12,24,unique,soil_saprotroph,filamentous_mycelium
GCA_002104905.1,Basidiobolus meristosporus,Basidiobolus,Basidiobolaceae,Basidiobolales,Basidiobolomycetes,Zoopagomycota,Fungi,717,518,12,29,unique,unspecified_saprotroph,filamentous_mycelium
GCA_040143965.1,Basidiobolus ranarum,Basidiobolus,Basidiobolaceae,Basidiobolales,Basidiobolomycetes,Zoopagomycota,Fungi,694,512,32,32,unique,unspecified_saprotroph,filamentous_mycelium
GCA_026023875.1,Bathelium mastoideum,Bathelium,Trypetheliaceae,Trypetheliales,Dothideomycetes,Ascomycota,Fungi,750,748,1,7,GCA_only_from_2,lichenized,thallus_photosynthetic
GCF_000203795.2,Batrachochytrium dendrobatidis,Batrachochytrium,Unknown,Rhizophydiales,Chytridiomycetes,Chytridiomycota,Fungi,670,658,13,75,GCF_preferred_from_6,animal_parasite,zoosporic
